title,genres,overview,cast,director,keywords,vote_average,poster_path,language,industry
Lola Montès (1955),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Charly (1968),Drama Sci-Fi,Movie with genres Drama Sci-Fi. User tags: ,,,,8.0,,English,Hollywood
Lust for Life (1956),Drama,Movie with genres Drama. User tags: Van Gogh,,,Van Gogh,5.0,,English,Hollywood
"Dolce Vita, La (1960)",Drama,Movie with genres Drama. User tags: ,,,,7.5,,English,Hollywood
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation Fantasy Thriller,Movie with genres Animation Fantasy Thriller. User tags: ,,,,7.0,,English,Hollywood
Rush (1991),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,8.0,,English,Hollywood
Captain Blood (1935),Action Adventure Romance,Movie with genres Action Adventure Romance. User tags: swashbuckler,,,swashbuckler,8.0,,English,Hollywood
*batteries not included (1987),Children Comedy Fantasy Sci-Fi,Movie with genres Children Comedy Fantasy Sci-Fi. User tags: ,,,,6.57,,English,Hollywood
Educating Rita (1983),Comedy Drama,Movie with genres Comedy Drama. User tags: In Netflix queue,,,In Netflix queue,6.33,,English,Hollywood
Sansho the Bailiff (Sanshô dayû) (1954),Drama,Movie with genres Drama. User tags: Not available from Netflix,,,Not available from Netflix,7.0,,English,Hollywood
Zazie dans le métro (1960),Comedy,Movie with genres Comedy. User tags: ,,,,6.0,,English,Hollywood
"Americanization of Emily, The (1964)",Comedy Drama War,Movie with genres Comedy Drama War. User tags: In Netflix queue,,,In Netflix queue,8.0,,English,Hollywood
Anne of the Thousand Days (1969),Drama,Movie with genres Drama. User tags: Anne Boleyn,,,Anne Boleyn,8.0,,English,Hollywood
"Avventura, L' (Adventure, The) (1960)",Drama Mystery Romance,Movie with genres Drama Mystery Romance. User tags: ,,,,8.0,,English,Hollywood
Beyond the Valley of the Dolls (1970),Comedy Horror,Movie with genres Comedy Horror. User tags: ,,,,7.0,,English,Hollywood
Hiroshima Mon Amour (1959),Drama Romance War,Movie with genres Drama Romance War. User tags: In Netflix queue,,,In Netflix queue,8.0,,English,Hollywood
Ugetsu (Ugetsu monogatari) (1953),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,5.0,,English,Hollywood
"Day of the Jackal, The (1973)",Crime Thriller,Movie with genres Crime Thriller. User tags: assassination,,,assassination,8.17,,English,Hollywood
Night of the Living Dead (1990),Horror,Movie with genres Horror. User tags: ,,,,8.0,,English,Hollywood
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,Movie with genres Mystery. User tags: heist,,,heist,7.24,,English,Hollywood
I Love You Again (1940),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
Safety Last! (1923),Action Comedy Romance,Movie with genres Action Comedy Romance. User tags: Clock,,,Clock,8.0,,English,Hollywood
While the City Sleeps (1956),Drama Film-Noir,Movie with genres Drama Film-Noir. User tags: ,,,,1.0,,English,Hollywood
Little Murders (1971),Comedy Crime,Movie with genres Comedy Crime. User tags: ,,,,10.0,,English,Hollywood
Viridiana (1961),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
Masterminds (1997),Action Comedy Thriller,Movie with genres Action Comedy Thriller. User tags: ,,,,8.0,,English,Hollywood
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action Adventure Animation Comedy Crime Mystery,Movie with genres Action Adventure Animation Comedy Crime Mystery. User tags: ,,,,6.8,,English,Hollywood
Arizona Dream (1993),Comedy Drama Fantasy Romance,Movie with genres Comedy Drama Fantasy Romance. User tags: ,,,,8.5,,English,Hollywood
3 Women (Three Women) (1977),Drama,Movie with genres Drama. User tags: ,,,,8.33,,English,Hollywood
Grey Gardens (1975),Documentary,Movie with genres Documentary. User tags: ,,,,7.0,,English,Hollywood
Purple Rain (1984),Drama Musical,Movie with genres Drama Musical. User tags: Prince,,,Prince,5.4,,English,Hollywood
Point of No Return (1993),Action Thriller,Movie with genres Action Thriller. User tags: ,,,,8.5,,English,Hollywood
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.5,,English,Hollywood
College (1927),Comedy,Movie with genres Comedy. User tags: In Netflix queue,,,In Netflix queue,7.0,,English,Hollywood
Mitchell (1975),Action Crime,Movie with genres Action Crime. User tags: ,,,,1.5,,English,Hollywood
Used People (1992),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
"Front Page, The (1931)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Dolls (2002),Drama Romance,Movie with genres Drama Romance. User tags: ,,,,8.5,,English,Hollywood
"Man Who Came to Dinner, The (1942)",Comedy,Movie with genres Comedy. User tags: ,,,,8.0,,English,Hollywood
Make Way for Tomorrow (1937),Drama,Movie with genres Drama. User tags: heartbreaking,,,heartbreaking,7.0,,English,Hollywood
"Major and the Minor, The (1942)",Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,7.0,,English,Hollywood
"Caine Mutiny, The (1954)",Drama War,Movie with genres Drama War. User tags: military,,,military,8.0,,English,Hollywood
Black Narcissus (1947),Drama,Movie with genres Drama. User tags: convent religion,,,convent religion,8.0,,English,Hollywood
Escape from Alcatraz (1979),Drama Thriller,Movie with genres Drama Thriller. User tags: ,,,,7.57,,English,Hollywood
Oliver Twist (1948),Adventure Crime Drama,Movie with genres Adventure Crime Drama. User tags: Dickens,,,Dickens,7.67,,English,Hollywood
Shrek 2 (2004),Adventure Animation Children Comedy Musical Romance,Movie with genres Adventure Animation Children Comedy Musical Romance. User tags: ogres,,,ogres,7.15,,English,Hollywood
"Day After Tomorrow, The (2004)",Action Adventure Drama Sci-Fi Thriller,Movie with genres Action Adventure Drama Sci-Fi Thriller. User tags: ,,,,6.1,,English,Hollywood
Raising Helen (2004),Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,5.5,,English,Hollywood
Soul Plane (2004),Comedy,Movie with genres Comedy. User tags: ,,,,7.5,,English,Hollywood
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,Movie with genres Drama. User tags: ,,,,6.75,,English,Hollywood
Saved! (2004),Comedy Drama,Movie with genres Comedy Drama. User tags: pregnancy religion,,,pregnancy religion,7.79,,English,Hollywood
Harry Potter and the Prisoner of Azkaban (2004),Adventure Fantasy IMAX,Movie with genres Adventure Fantasy IMAX. User tags: Magic Wizards,,,Magic Wizards,7.83,,English,Hollywood
Mindhunters (2004),Action Crime Horror Mystery Thriller,Movie with genres Action Crime Horror Mystery Thriller. User tags: ,,,,5.33,,English,Hollywood
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action Comedy Crime Drama,Movie with genres Action Comedy Crime Drama. User tags: ,,,,7.92,,English,Hollywood
"Chronicles of Riddick, The (2004)",Action Sci-Fi Thriller,Movie with genres Action Sci-Fi Thriller. User tags: ,,,,6.61,,English,Hollywood
Garfield: The Movie (2004),Animation Children Comedy,Movie with genres Animation Children Comedy. User tags: ,,,,4.6,,English,Hollywood
"Stepford Wives, The (2004)",Comedy Fantasy Thriller,Movie with genres Comedy Fantasy Thriller. User tags: ,,,,4.5,,English,Hollywood
"Hunting of the President, The (2004)",Documentary,Movie with genres Documentary. User tags: politics,,,politics,5.0,,English,Hollywood
Napoleon Dynamite (2004),Comedy,Movie with genres Comedy. User tags: high school,,,high school,6.65,,English,Hollywood
"Doctor, The (1991)",Drama,Movie with genres Drama. User tags: ,,,,8.0,,English,Hollywood
"Dresser, The (1983)",Drama,Movie with genres Drama. User tags: In Netflix queue,,,In Netflix queue,6.0,,English,Hollywood
Father Hood (1993),Comedy,Movie with genres Comedy. User tags: ,,,,5.0,,English,Hollywood
Hello Again (1987),Comedy,Movie with genres Comedy. User tags: death,,,death,5.0,,English,Hollywood
Hope Springs (2003),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,2.0,,English,Hollywood
Lover Come Back (1961),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,6.0,,English,Hollywood
Police Academy: Mission to Moscow (1994),Comedy Crime,Movie with genres Comedy Crime. User tags: ,,,,1.6,,English,Hollywood
Big Wednesday (1978),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
Book of Love (1990),Comedy Romance,Movie with genres Comedy Romance. User tags: ,,,,4.0,,English,Hollywood
Hour of the Wolf (Vargtimmen) (1968),Drama Horror,Movie with genres Drama Horror. User tags: ,,,,9.0,,English,Hollywood
Suddenly (1954),Crime Drama Film-Noir,Movie with genres Crime Drama Film-Noir. User tags: ,,,,7.0,,English,Hollywood
"Divorcee, The (1930)",Drama Romance,Movie with genres Drama Romance. User tags: divorce,,,divorce,8.0,,English,Hollywood
Meet the Applegates (1991),Comedy,Movie with genres Comedy. User tags: ,,,,4.0,,English,Hollywood
Robot Carnival (Roboto kânibauru) (1987),Animation Comedy Drama Fantasy Sci-Fi,Movie with genres Animation Comedy Drama Fantasy Sci-Fi. User tags: ,,,,8.0,,English,Hollywood
Americathon (1979),Comedy Sci-Fi,Movie with genres Comedy Sci-Fi. User tags: ,,,,3.0,,English,Hollywood
Sands of Iwo Jima (1949),Action Drama Romance War,Movie with genres Action Drama Romance War. User tags: World War II,,,World War II,5.0,,English,Hollywood
This Island Earth (1955),Sci-Fi,Movie with genres Sci-Fi. User tags: ,,,,2.0,,English,Hollywood
Anthony Adverse (1936),Adventure Romance,Movie with genres Adventure Romance. User tags: ,,,,6.0,,English,Hollywood
Blackboard Jungle (1955),Drama,Movie with genres Drama. User tags: ,,,,6.5,,English,Hollywood
Luna Papa (1999),Comedy Drama Fantasy,Movie with genres Comedy Drama Fantasy. User tags: ,,,,7.0,,English,Hollywood
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime Drama Thriller,Movie with genres Crime Drama Thriller. User tags: ,,,,8.0,,English,Hollywood
To Each His Own (1946),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
"Heiress, The (1949)",Drama Romance,Movie with genres Drama Romance. User tags: ,,,,7.0,,English,Hollywood
Dragon Seed (1944),Drama War,Movie with genres Drama War. User tags: ,,,,7.0,,English,Hollywood
Executive Suite (1954),Drama,Movie with genres Drama. User tags: ,,,,6.0,,English,Hollywood
Johnny Belinda (1948),Drama,Movie with genres Drama. User tags: deafness,,,deafness,8.0,,English,Hollywood
Super Size Me (2004),Comedy Documentary Drama,Movie with genres Comedy Documentary Drama. User tags: McDonalds food,,,McDonalds food,7.02,,English,Hollywood
Johnny Eager (1942),Crime Drama Film-Noir Romance,Movie with genres Crime Drama Film-Noir Romance. User tags: ,,,,7.0,,English,Hollywood
"Jetée, La (1962)",Romance Sci-Fi,Movie with genres Romance Sci-Fi. User tags: post-apocalyptic,,,post-apocalyptic,9.0,,English,Hollywood
Northwest Passage (1940),Action Adventure Drama Romance Thriller Western,Movie with genres Action Adventure Drama Romance Thriller Western. User tags: ,,,,6.0,,English,Hollywood
"Picture of Dorian Gray, The (1945)",Drama Fantasy Horror,Movie with genres Drama Fantasy Horror. User tags: ,,,,4.0,,English,Hollywood
"Human Condition I, The (Ningen no joken I) (1959)",Drama War,Movie with genres Drama War. User tags: ,,,,9.0,,English,Hollywood
Please Don't Eat the Daisies (1960),Children Comedy Musical,Movie with genres Children Comedy Musical. User tags: ,,,,7.0,,English,Hollywood
White Heat (1949),Crime Drama Film-Noir,Movie with genres Crime Drama Film-Noir. User tags: ,,,,7.33,,English,Hollywood
"Christmas Carol, A (Scrooge) (1951)",Drama Fantasy,Movie with genres Drama Fantasy. User tags: ,,,,6.5,,English,Hollywood
Memphis Belle (1990),Action Drama War,Movie with genres Action Drama War. User tags: ,,,,6.17,,English,Hollywood
"Cincinnati Kid, The (1965)",Drama,Movie with genres Drama. User tags: ,,,,1.0,,English,Hollywood
Animal Factory (2000),Crime Drama,Movie with genres Crime Drama. User tags: ,,,,5.0,,English,Hollywood
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Action Horror Sci-Fi,Movie with genres Action Horror Sci-Fi. User tags: ,,,,5.0,,English,Hollywood
"Hitcher, The (1986)",Action Thriller,Movie with genres Action Thriller. User tags: ,,,,7.25,,English,Hollywood
Show Boat (1951),Drama Musical Romance,Movie with genres Drama Musical Romance. User tags: ,,,,6.0,,English,Hollywood
Fear X (2003),Mystery Thriller,Movie with genres Mystery Thriller. User tags: ,,,,4.5,,English,Hollywood
Freaks (1932),Crime Drama Horror,Movie with genres Crime Drama Horror. User tags: circus,,,circus,6.33,,English,Hollywood
"Immigrant, The (1917)",Comedy,Movie with genres Comedy. User tags: ,,,,9.0,,English,Hollywood
Silent Movie (1976),Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
Anna Christie (1930),Drama,Movie with genres Drama. User tags: ,,,,7.0,,English,Hollywood
Dr. Jekyll and Mr. Hyde (1931),Drama Horror,Movie with genres Drama Horror. User tags: ,,,,4.0,,English,Hollywood
Around the World in 80 Days (2004),Adventure Children Comedy,Movie with genres Adventure Children Comedy. User tags: ,,,,5.0,,English,Hollywood
Dodgeball: A True Underdog Story (2004),Comedy,Movie with genres Comedy. User tags: ,,,,7.1,,English,Hollywood
"Terminal, The (2004)",Comedy Drama Romance,Movie with genres Comedy Drama Romance. User tags: ,,,,6.64,,English,Hollywood
Dear Frankie (2004),Drama Romance,Movie with genres Drama Romance. User tags: Ireland,,,Ireland,7.5,,English,Hollywood
White Chicks (2004),Action Comedy Crime,Movie with genres Action Comedy Crime. User tags: ,,,,5.67,,English,Hollywood
"Door in the Floor, The (2004)",Drama,Movie with genres Drama. User tags: ,,,,5.0,,English,Hollywood
"Notebook, The (2004)",Drama Romance,Movie with genres Drama Romance. User tags: memory loss romance sad,,,memory loss romance sad,7.13,,English,Hollywood
Two Brothers (Deux frères) (2004),Adventure Children Drama,Movie with genres Adventure Children Drama. User tags: ,,,,7.0,,English,Hollywood
De-Lovely (2004),Drama Musical,Movie with genres Drama Musical. User tags: ,,,,8.0,,English,Hollywood
"Day at the Races, A (1937)",Comedy Musical,Movie with genres Comedy Musical. User tags: ,,,,8.0,,English,Hollywood
Bob & Carol & Ted & Alice (1969),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,7.0,,English,Hollywood
"Claymation Christmas Celebration, A (1987)",Animation Children Comedy Musical,Movie with genres Animation Children Comedy Musical. User tags: ,,,,3.0,,English,Hollywood
"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,6.0,,English,Hollywood
Comandante (2003),Documentary,Movie with genres Documentary. User tags: ,,,,8.0,,English,Hollywood
Undead (2003),Action Comedy Horror Sci-Fi,Movie with genres Action Comedy Horror Sci-Fi. User tags: ,,,,6.5,,English,Hollywood
Into the Woods (1991),Adventure Comedy Fantasy Musical,Movie with genres Adventure Comedy Fantasy Musical. User tags: In Netflix queue fairy tales,,,In Netflix queue fairy tales,10.0,,English,Hollywood
Pirates of Silicon Valley (1999),Documentary Drama,Movie with genres Documentary Drama. User tags: ,,,,8.0,,English,Hollywood
Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary War,Movie with genres Documentary War. User tags: ,,,,8.5,,English,Hollywood
Mayor of the Sunset Strip (2003),Documentary,Movie with genres Documentary. User tags: ,,,,7.0,,English,Hollywood
Killing Me Softly (2002),Drama Mystery Romance Thriller,Movie with genres Drama Mystery Romance Thriller. User tags: ,,,,8.0,,English,Hollywood
"Philadelphia Experiment, The (1984)",Adventure Drama Sci-Fi,Movie with genres Adventure Drama Sci-Fi. User tags: ,,,,7.0,,English,Hollywood
Juice (1992),Action Crime Drama Thriller,Movie with genres Action Crime Drama Thriller. User tags: ,,,,8.0,,English,Hollywood
Revenge of the Pink Panther (1978),Comedy Crime,Movie with genres Comedy Crime. User tags: ,,,,6.5,,English,Hollywood
Angels with Dirty Faces (1938),Crime Drama Film-Noir Thriller,Movie with genres Crime Drama Film-Noir Thriller. User tags: ,,,,7.5,,English,Hollywood
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy Drama,Movie with genres Comedy Drama. User tags: ,,,,8.0,,English,Hollywood
Taxi (1998),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,6.4,,English,Hollywood
Taxi 3 (2003),Action Comedy,Movie with genres Action Comedy. User tags: ,,,,6.5,,English,Hollywood
Tokyo Godfathers (2003),Adventure Animation Drama,Movie with genres Adventure Animation Drama. User tags: In Netflix queue,,,In Netflix queue,7.8,,English,Hollywood
Our Hospitality (1923),Comedy,Movie with genres Comedy. User tags: In Netflix queue,,,In Netflix queue,6.5,,English,Hollywood
All of Me (1984),Comedy Fantasy,Movie with genres Comedy Fantasy. User tags: ,,,,5.0,,English,Hollywood
"Farmer's Daughter, The (1947)",Comedy,Movie with genres Comedy. User tags: ,,,,7.0,,English,Hollywood
